ID_GAND_CT	ID_GAND	referent	EN_source_sentence	referent_embedding	sentence_source	OPUS_DE_translation	DE_gender	OPUS_ES_translation	ES_gender	DE_contrastive_TR	DE_contrastive_gender	ES_contrastive_TR	ES_contrastive_gender
203	4944	customer	We have a customer at the dry cleaner' s... who is a custom jewelry designer.	LLM_neutral_list	OpenSubtitles	Wir haben einen Kunden bei der Reinigung, der ein maßgeschneiderter Schmuckdesigner ist.	masculine	Tenemos un cliente en la tintorería... que es un diseñador de joyas personalizado.	masculine	Wir haben eine Kundin bei der Reinigung, die eine maßgeschneiderte Schmuckdesignerin ist.	feminine	Tenemos una clienta en la tintorería... que es una diseñadora de joyas personalizado.	feminine
204	3989	coach	I' m also the coach here at the academy.	male_embedding_list	OpenSubtitles	Ich bin auch der Trainer hier an der Akademie.	masculine	También soy el entrenador aquí en la academia.	masculine	Ich bin auch die Trainerin hier an der Akademie.	feminine	También soy la entrenadora aquí en la academia.	feminine
205	969	homemaker	I enjoy being a homemaker and I really wish pastors would teach this from the pulpit.	female_embedding_list	C4	Ich genieße es, Hausfrau zu sein und ich wünschte wirklich, Pastoren würden dies von der Kanzel lehren.	feminine	Disfruto ser ama de casa y realmente deseo que los pastores enseñaran esto desde el púlpito.	feminine	Ich genieße es, Hausmann zu sein und ich wünschte wirklich, Pastoren würden dies von der Kanzel lehren.	masculine	Disfruto ser amo de casa y realmente deseo que los pastores enseñaran esto desde el púlpito.	masculine
206	2979	idiot	You know, I may not be as smart as you are, but I' m not an idiot.	male_embedding_list	OpenSubtitles	Weißt du, ich bin vielleicht nicht so klug wie du, aber ich bin kein Idiot.	masculine	Sabes, puede que no sea tan inteligente como tú, pero no soy idiota.	neutral	Weißt du, ich bin vielleicht nicht so klug wie du, aber ich bin keine Idiotin.	feminine	Sabes, puede que no sea tan inteligente como tú, pero no soy idiota.	neutral
207	3168	chef	I used to be a chef in a Korean restaurant.	LLM_female_list	OpenSubtitles	Ich war Koch in einem koreanischen Restaurant.	masculine	Solía ser chef en un restaurante coreano.	neutral	Ich war Köchin in einem koreanischen Restaurant.	feminine	Solía ser chef en un restaurante coreano.	neutral
208	3139	friend	Even though you' re my friend...... might have to report you to Doby.	LLM_neutral_list	OpenSubtitles	Obwohl du mein Freund bist... musst du dich vielleicht bei Doby melden.	masculine	Aunque seas mi amigo... quizá tengas que denunciarte a Doby.	masculine	Obwohl du meine Freundin bist... musst du dich vielleicht bei Doby melden.	feminine	Aunque seas mi amiga... quizá tengas que denunciarte a Doby.	feminine
209	3591	champion	Incredibly, the English wild card, Peter Colt, has defeated the French Open champion to advance to the third round.	male_embedding_list	OpenSubtitles	Unglaublicherweise hat die englische Wildcard, Peter Colt, den französischen Open-Champion besiegt, der in die dritte Runde vorrückt.	masculine	Increíblemente, el comodín inglés, Peter Colt, ha derrotado al campeón del Abierto de Francia para avanzar a la tercera ronda.	masculine	Unglaublicherweise hat die englische Wildcard, Peter Colt, die französische Open-Champion besiegt, die in die dritte Runde vorrückt.	feminine	Increíblemente, el comodín inglés, Peter Colt, ha derrotado a la campeona del Abierto de Francia para avanzar a la tercera ronda.	feminine
210	583	physician	To order your Pack and activate your Program, you or your physician provide us with your name, mailing address, email address, phone number, contract number, and the condition for which we will be providing you with our Services.	male_embedding_list	C4	Um Ihr Pack zu bestellen und Ihr Programm zu aktivieren, geben Sie oder Ihr Arzt uns Ihren Namen, Ihre Postanschrift, Ihre E-Mail-Adresse, Ihre Telefonnummer, Ihre Vertragsnummer und die Bedingung an, für die wir Ihnen unsere Dienstleistungen bereitstellen.	masculine	Para ordenar su Paquete y activar su Programa, usted o su médico nos proporcionará su nombre, dirección postal, dirección de correo electrónico, número de teléfono, número de contrato y la condición para la que le estaremos proporcionando nuestros Servicios.	masculine	Um Ihr Pack zu bestellen und Ihr Programm zu aktivieren, geben Sie oder Ihre Ärztin uns Ihren Namen, Ihre Postanschrift, Ihre E-Mail-Adresse, Ihre Telefonnummer, Ihre Vertragsnummer und die Bedingung an, für die wir Ihnen unsere Dienstleistungen bereitstellen.	feminine	Para ordenar su Paquete y activar su Programa, usted o su médica nos proporcionará su nombre, dirección postal, dirección de correo electrónico, número de teléfono, número de contrato y la condición para la que le estaremos proporcionando nuestros Servicios.	feminine
211	2490	veteran	Her book, A Trip to Remember, is about a WWII veteran that is going on a Hero Tour.	male_embedding_list	C4	Ihr Buch, A Trip to Remember, handelt von einem Veteranen des Zweiten Weltkriegs, der auf eine Hero Tour geht.	masculine	Su libro, Un viaje para recordar, es sobre un veterano de la Segunda Guerra Mundial que va a una gira de héroes.	masculine	Ihr Buch, A Trip to Remember, handelt von einer Veteranin des Zweiten Weltkriegs, die auf eine Hero Tour geht.	feminine	Su libro, Un viaje para recordar, es sobre una veterana de la Segunda Guerra Mundial que va a una gira de héroes.	feminine
212	627	adult	You know you're an adult when no one can stop you from drinking melted cheese.	LLM_neutral_list	C4	Du weißt, dass du erwachsen bist, wenn dich niemand davon abhalten kann, geschmolzenen Käse zu trinken.	neutral	Sabes que eres un adulto cuando nadie puede evitar que bebas queso derretido.	masculine	Du weißt, dass du erwachsen bist, wenn dich niemand davon abhalten kann, geschmolzenen Käse zu trinken.	neutral	Sabes que eres una adulta cuando nadie puede evitar que bebas queso derretido.	feminine
213	2151	occupant	You suffered injuries as an occupant of a vehicle other than a private vehicle.	LLM_neutral_list	C4	Sie erlitten Verletzungen als Insassen eines anderen Fahrzeugs als eines Privatfahrzeugs.	masculine	Usted sufrió heridas como ocupante de un vehículo distinto de un vehículo privado.	neutral	Sie erlitten Verletzungen als Insassin eines anderen Fahrzeugs als eines Privatfahrzeugs.	feminine	Usted sufrió heridas como ocupante de un vehículo distinto de un vehículo privado.	neutral
214	2961	driver	Officer, I saw the driver who hit me.	male_embedding_list	OpenSubtitles	Officer, ich habe den Fahrer gesehen, der mich geschlagen hat.	masculine	Oficial, vi al conductor que me golpeó.	masculine	Officer, ich habe die Fahrerin gesehen, die mich geschlagen hat.	feminine	Oficial, vi a la conductora que me golpeó.	feminine
215	3118	friend	And if you' re not willing to sacrifice scum like Schmidt... for those that want nothing more than their freedom, then you better take a hard look at your profession, my friend.	LLM_neutral_list	OpenSubtitles	Und wenn du nicht bereit bist, Abschaum wie Schmidt für diejenigen zu opfern, die nur ihre Freiheit wollen, dann schau dir besser deinen Beruf an, mein Freund.	masculine	Y si no estás dispuesto a sacrificar a escoria como Schmidt... por aquellos que no quieren nada más que su libertad, entonces será mejor que eches un vistazo a tu profesión, amigo mío.	masculine	Und wenn du nicht bereit bist, Abschaum wie Schmidt für diejenigen zu opfern, die nur ihre Freiheit wollen, dann schau dir besser deinen Beruf an, meine Freundin.	feminine	Y si no estás dispuesto a sacrificar a escoria como Schmidt... por aquellos que no quieren nada más que su libertad, entonces será mejor que eches un vistazo a tu profesión, amiga mía.	feminine
216	4836	counselor	And sometimes, counselor, we obey the law.	female_embedding_list	OpenSubtitles	Und manchmal, Berater, gehorchen wir dem Gesetz.	masculine	Y a veces, consejero, obedecemos la ley.	masculine	Und manchmal, Beraterin, gehorchen wir dem Gesetz.	feminine	Y a veces, consejera, obedecemos la ley.	feminine
217	4582	poet	This is a poet who lit your darkest days?	LLM_female_list	OpenSubtitles	Das ist ein Dichter, der deine dunkelsten Tage beleuchtet hat?	masculine	¿Este es un poeta que encendió tus días más oscuros?	masculine	Das ist eine Dichterin, die deine dunkelsten Tage beleuchtet hat?	feminine	¿Esta es una poeta que encendió tus días más oscuros?	feminine
218	4809	janitor	We' re looking at a janitor or a maintenance worker.	male_embedding_list	OpenSubtitles	Wir suchen einen Hausmeister oder einen Wartungshelfer.	masculine	Estamos buscando a un conserje o un trabajador de mantenimiento.	masculine	Wir suchen eine Hausmeisterin oder einen Wartungshelfer.	feminine	Estamos buscando a una conserje o un trabajador de mantenimiento.	feminine
219	4702	seller	Fortunately enough, for a water seller like you, I would guess.	female_embedding_list	OpenSubtitles	Zum Glück, für einen Wasserverkäufer wie Sie, würde ich denken.	masculine	Afortunadamente, para un vendedor de agua como tú, supongo.	masculine	Zum Glück, für eine Wasserverkäuferin wie Sie, würde ich denken.	feminine	Afortunadamente, para una vendedora de agua como tú, supongo.	feminine
220	2776	novelist	Before becoming a designer and an artisan I was a writer – art critic, columnist, copywriter, novelist.	LLM_female_list	C4	Bevor ich Designer und Handwerker wurde, war ich Schriftsteller – Kunstkritiker, Kolumnist, Texter, Schriftsteller.	masculine	Antes de convertirme en diseñador y artesano era escritor – crítico de arte, columnista, redactor, novelista.	masculine	Bevor ich Designerin und Handwerkerin wurde, war ich Schriftstellerin – Kunstkritikerin, Kolumnistin, Texterin, Schriftstellerin.	feminine	Antes de convertirme en diseñadora y artesana era escritora – crítica de arte, columnista, redactora, novelista.	feminine
221	3266	terrorist	All we' re asking in return is your cooperation... in bringing a known terrorist to justice.	male_embedding_list	OpenSubtitles	Alles, was wir im Gegenzug verlangen, ist Ihre Kooperation, einen bekannten Terroristen vor Gericht zu bringen.	masculine	Todo lo que pedimos a cambio es su cooperación... para llevar a un conocido terrorista ante la justicia.	masculine	Alles, was wir im Gegenzug verlangen, ist Ihre Kooperation, eine bekannte Terroristin vor Gericht zu bringen.	feminine	Todo lo que pedimos a cambio es su cooperación... para llevar a una conocida terrorista ante la justicia.	feminine
222	227	manager	However, as a restaurant owner and manager, it is your responsibility to ensure that your customers have easy access to information with regards to the food options that are available to them.	male_embedding_list	C4	Als Restaurant-Besitzer und Manager ist es jedoch Ihre Verantwortung, sicherzustellen, dass Ihre Kunden einen einfachen Zugang zu Informationen in Bezug auf die Lebensmitteloptionen, die ihnen zur Verfügung stehen, haben.	masculine	Sin embargo, como propietario y gerente de restaurante, es su responsabilidad asegurarse de que sus clientes tengan fácil acceso a la información con respecto a las opciones de alimentos que están disponibles para ellos.	masculine	Als Restaurant-Besitzerin und Managerin ist es jedoch Ihre Verantwortung, sicherzustellen, dass Ihre Kunden einen einfachen Zugang zu Informationen in Bezug auf die Lebensmitteloptionen, die ihnen zur Verfügung stehen, haben.	feminine	Sin embargo, como propietaria y gerente de restaurante, es su responsabilidad asegurarse de que sus clientes tengan fácil acceso a la información con respecto a las opciones de alimentos que están disponibles para ellos.	feminine
223	2179	analyst	The new card will likely appeal to Apple fans, but one analyst says it may be a tough sell in a highly competitive market.	male_embedding_list	C4	Die neue Karte wird wahrscheinlich Apple-Fans ansprechen, aber ein Analyst sagt, es könnte ein harter Verkauf in einem stark wettbewerbsorientierten Markt sein.	masculine	La nueva tarjeta probablemente atraiga a los fans de Apple, pero un analista dice que puede ser una venta difícil en un mercado altamente competitivo.	masculine	Die neue Karte wird wahrscheinlich Apple-Fans ansprechen, aber eine Analystin sagt, es könnte ein harter Verkauf in einem stark wettbewerbsorientierten Markt sein.	feminine	La nueva tarjeta probablemente atraiga a los fans de Apple, pero una analista dice que puede ser una venta difícil en un mercado altamente competitivo.	feminine
224	3819	expert	You' re an Oxford- educated archaeologist... an expert in religious icons.	LLM_neutral_list	OpenSubtitles	Sie sind ein in Oxford ausgebildeter Archäologe, Experte für religiöse Ikonen.	masculine	Eres un arqueólogo educado en Oxford... un experto en iconos religiosos.	masculine	Sie sind eine in Oxford ausgebildete Archäologin, Expertin für religiöse Ikonen.	feminine	Eres una arqueóloga educada en Oxford... una experta en iconos religiosos.	feminine
225	4833	counselor	I must say, counselor...... that' s quite a laundry list of disdain...... and one that thoroughly mischaracterizes my research.	female_embedding_list	OpenSubtitles	Ich muss sagen, Anwalt... das ist eine ziemliche Wäscheliste von Verachtung... und eine, die meine Forschungen gründlich falsch auszeichnet.	masculine	Debo decir, abogado...... que es una lista de desdén... y una que mal caracteriza mi investigación.	masculine	Ich muss sagen, Anwältin... das ist eine ziemliche Wäscheliste von Verachtung... und eine, die meine Forschungen gründlich falsch auszeichnet.	feminine	Debo decir, abogada...... que es una lista de desdén... y una que mal caracteriza mi investigación.	feminine
